"Apple iPad Air (10.9-inch, Wi-Fi + Cellular, 256GB) - Rose Gold (Latest Model, 4th Generation) (Renewed)",$,4.6 out of 5 stars,22 global ratings,"10.9"" LED-backlit Multi-Touch display with IPS technology, 2360x1640, 264ppi, 500nits brightness,256GB, 4GB, Apple A14 Bionic (5 nm), Hexa-core (2x3.0 GHz Firestorm + 4x1.8 GHz Icestorm), Apple GPU (4-core graphics),Rear Camera: 12MP, f/1.8, Front Camera: 7MP, f/2.0, iPadOS 14.1, up to iPadOS 15.5, planned upgrade to iPadOS 16, Bluetooth 5.0,2G: GSM 850/900/1800/1900, 3G: HSDPA 800/850/900/1700(AWS)/1900/2100, 4G LTE: 1/2/3/4/5/7/8/11/12/13/14/17/18/19/20/21/25/26/29/30/34/38/39/40/41/66/71,Unlocked for freedom to choose your carrier. Compatible with Most GSM + CDMA Carriers like T-Mobile, AT&T, MetroPCS, etc. Will Also work with CDMA Carriers Such as Verizon, Sprint."
IPAD AIR 2 WI-FI 64GB GRAY (Renewed),$,4.4 out of 5 stars,673 global ratings,
okaysea Tablet 10.1 Inch Quad-Core 32GB Android 10 IPS HD Display 6000mAh Tablets,$,4.1 out of 5 stars,"1,913 global ratings","✅[High-performance Tablet PC] Android 10.0 Tablet, rid of unexpected ads and have Full access to Google Play; 2GB RAM and Quad-Core Processor speed up multitasking.,✅[Free From Memory Anxiety] Okaysea Tablet loaded with 2GB RAM & 32GB ROM exanadable storage (up to 128GB).,✅[Long Battery Life] 10-Inch Tablet With a 6000mAh Ultra-large battery, allows to enjoy up to 8 hours It is a really good companion for your leisure and entertainment.,✅[10 INCHES IPS Display] Android Tablets Use a 1280*800 HD IPS display can present clearer picture effects and richer colors. With dual camera, 128GB expandable, WiFi support.,✅[After-sales service] Offer a 1-year return and exchange service. comes with a USB Type-C cable, A Charging brick. To ensure the quality of our service, please contact us if you have any questions about this tablet."
"Apple iPad with WiFi, 128GB, Silver (2017 Model) (Renewed)",$243.99,4.5 out of 5 stars,"2,563 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty."
"2023 Newest Tablet with Keyboard, 10 inch 2 in 1 Tablets, Android 11 OS Quad-Core Processor, 64GB ROM+4GB RAM+1TB Expend Tablet PC, Case/Mouse/Stylus/8MP Camera/6000mAh Battery/1280x800 HD Display",$,3.9 out of 5 stars,132 global ratings,"【2023 Newest Tablet with keyboard】 The portable tablet has a 2-in-1 working mode, you can use the bluetooth function to connect the keyboard, mouse, come with a foldable protective case stylus, and film, you can flexibly turn the tablet into a laptop mode or computer mode for different use, edit your papers, emails, ppts comfortably.,【Upgraded to 64GB ROM Storage】The latest Android 11 system, 1.8Ghz Quad-core processor, 4GB RAM+64GB ROM (1TB Expandable), ensure the android tablet pc running faster, stable, enough memory allows you to store more favorite e-books, movies, music, pictures, videos, games.,【High Definition Dual Cameras】IWEGGO 10 inch tablet computer has ultra-thin metal body, 1280x800 FHD IPS screen, presenting a vivid, colorful and dazzling visual experience. The cheap android 11 tablet with rear 8mp autofocus camera + front 5mp wide-angle lens for easy shooting of high-definition photos and videos.,【Fast connection 2.4G/5G/WiFi 6 Tablet】 Ultra-fast 2.4Ghz / 5Ghz Wi-Fi 6 and Bluetooth 5.0 technology provide more convenience. This version has passed GMS certification, you can download thousands of apps, such as YouTube, Netflix, large-scale games, Google maps, office software, etc.,【Large battery with low power consumption】 The android 11 tablets pc 6000mAh lithium polymer battery and low power CPU, it can be easily used at home or on the go. Enjoy watching TV, surfing the Internet, listening to music, shopping and other functions. It is a good companion for your entertainment and the best gift for all kinds of festivals and birthdays."
Apple iPad Air 2 16GB WiFi 2GB iOS 10 9.7in Tablet - Space Gray (Renewed),$,4.2 out of 5 stars,482 global ratings,
"Apple iPad 9.7in with WiFi, 32GB 2017 Newest Model- Gold (Gold)(Renewed)",$160.00,4.5 out of 5 stars,"1,317 global ratings","Network: WiFi Only (not cellular, no SIM Card slot),Screen size: 9.7"",Storage: 32GB"
"NOVOJOY Tablet 10.1 Inch Android 11 OS, 2 in 1 Tablets, 64GB ROM+4GB RAM, 8MP Camera, Quad Core Processor, 6000mAh Battery, 1280 * 800 FHD, Include Keyboard, Mouse, Case, Stylus, Tempered Film",$,4.5 out of 5 stars,30 global ratings,"【Multi-function Configuration】 2023 Newly launched Android 11 portable tablet has a 2-in-1 working mode and is comes with a keyboard, wireless mouse, stylus and foldable protective case. You can enter text directly using a stylus, or you can type comfortably using the keyboard, two ways, one-touch convenience, easy response to various scenarios, making your work and study get twice the result with half the effort.,【Superior Android 11 Tablet】10 inch Tablet PC is equipped with the latest Android 11.0 system, built-in powerful Quad-core processor, 64GB ROM +4GB RAM, 512GB expansion, support Wi-Fi, Bluetooth, GPS and more, enough memory allows you to store more favorite e-books, movies, music, pictures, videos, games.,【Superior Performance Android 11 Tablet】10 inch Tablet PC is equipped with the latest Android 11.0 system, built-in powerful Quad-core processor, 64GB ROM +4GB RAM, 512GB expansion, support for Wi-Fi, Bluetooth, GPS and more, enough memory allows you to store more favorite e-books, movies, music, pictures, videos, games,【Long Battery Life】 The Android 11 tablets powered by a 6000mAh battery, can stand by 360 hours and continuous use up to 6-8 hours, easily charge via the 5V2A Type-C port. Super power and long battery life, say goodbye to the trouble of insufficient power and give you a full sense of security.,【Coexistence of Beauty and Strength】 Our Android tablet equipped with a protective leather case and screen protective film. With a slim design, wear-resistant and resistant to falling, a delicate feel, unique texture, easy to carry, and more comfortable to hold with one hand. It's a good companion for your leisure and entertainment, as well as the best gift for various festivals and birthdays."
Apple iPad mini 7.9in WiFi 16GB iOS 6 Tablet 1stGEneration - Black & Space Gray (Renewed),$99.00,3.6 out of 5 stars,"2,471 global ratings","Please note this model cannot be updated past iOS 12.5.5 (2021) and may not support certain applications,WiFi Only,16GB"
"Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Previous Model)",$,4.8 out of 5 stars,"20,310 global ratings","10.2-inch Retina display,A10 Fusion chip,Touch ID fingerprint sensor,8MP back camera, 1.2MP FaceTime HD front camera,Stereo speakers,802.11ac Wi-Fi,Up to 10 hours of battery life,Lightning connector for charging and accessories,Support for Smart Keyboard and Apple Pencil"
"Apple 2019 iPad (10.2-inch, Wi-Fi, 128GB) - Silver (7th Generation)",$,4.8 out of 5 stars,"4,777 global ratings","10.2-inch Retina display,A10 Fusion chip,Touch ID fingerprint sensor,8MP back camera, 1.2MP FaceTime HD front camera,Stereo speakers,802.11ac Wi-Fi,Up to 10 hours of battery life,Lightning connector for charging and accessories,Support for Smart Keyboard and Apple Pencil"
"2017 Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 64GB) - Silver (Renewed)",$220.00,4.2 out of 5 stars,83 global ratings,"10.5-inch Retina display, ProMotion technology, Wide color display (P3) wtih True Tone display technology,Four-speaker audio,FaceTime HD camera and iSight camera with flash,Apple Pencil Support,Smart Keyboard support"
"2022 Apple iPad Air (10.9-inch, Wi-Fi, 256GB) - Pink (Renewed)",$600.85,,,"This pre-owned product is not Apple certified, but has been professionally inspected, tested and cleaned by Amazon-qualified suppliers.,There will be no visible cosmetic imperfections when held at an arm’s length. There will be no visible cosmetic imperfections when held at an arm’s length.,This product will have a battery which exceeds 80% capacity relative to new.,Accessories will not be original, but will be compatible and fully functional. Product may come in generic Box.,This product is eligible for a replacement or refund within 90 days of receipt if you are not satisfied."
"Apple iPad Pro 10.5in (2017) 64GB, Wi-Fi - Space Gray (Renewed)",$260.00,4.4 out of 5 stars,161 global ratings,"Apple iOS 11 Operating System; A10X Fusion Chip with 64-bit architecture Embedded M10 Coprocessor,10.5-inch (diagonal) LED-backlit Multi-Touch Retina Display (2224 x 1668 resolution at 264 ppi),12 Megapixel iSight Camera with Quad-LED True Tone Flash and Panorama (up to 63MP)"
"Apple iPad Air (10.9-inch, Wi-Fi + Cellular, 256GB) - Rose Gold (Latest Model, 4th Generation) (Renewed)",$,4.6 out of 5 stars,22 global ratings,"10.9"" LED-backlit Multi-Touch display with IPS technology, 2360x1640, 264ppi, 500nits brightness,256GB, 4GB, Apple A14 Bionic (5 nm), Hexa-core (2x3.0 GHz Firestorm + 4x1.8 GHz Icestorm), Apple GPU (4-core graphics),Rear Camera: 12MP, f/1.8, Front Camera: 7MP, f/2.0, iPadOS 14.1, up to iPadOS 15.5, planned upgrade to iPadOS 16, Bluetooth 5.0,2G: GSM 850/900/1800/1900, 3G: HSDPA 800/850/900/1700(AWS)/1900/2100, 4G LTE: 1/2/3/4/5/7/8/11/12/13/14/17/18/19/20/21/25/26/29/30/34/38/39/40/41/66/71,Unlocked for freedom to choose your carrier. Compatible with Most GSM + CDMA Carriers like T-Mobile, AT&T, MetroPCS, etc. Will Also work with CDMA Carriers Such as Verizon, Sprint."
Apple iPad Air 2 a1567 16GB Space Gray Tablet WiFi + 4G Unlocked GSM/CDMA (Renewed),$144.95,3.9 out of 5 stars,22 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,Powered by Apple A8x processor,8-megapixel primary camera on the rear and a 1.2-megapixel front shooter for selfies.,16GB of internal storage (expandable with iCloud),9.7-inch touchscreen display with a resolution of 2048 pixels by 1536 pixels at a PPI of 264 pixels per inch."
Apple iPad Air 3-256GB - WiFi - Silver (Renewed Premium),$289.99,3.0 out of 5 stars,2 global ratings,Smart Connector. 3.5 mm headphone jack. Stereo speakers. On/Off - Sleep/Wake. Home/Touch ID sensor. Dual microphones. Volume up/down. Nano-SIM tray (cellular models). Lightning connector
"Apple MGKL2LL/A iPad Air 2 64GB, Wi-Fi, (Space Gray) (Renewed)",$155.00,4.4 out of 5 stars,"1,709 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty."
"Apple iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Previous Model)﻿",$,4.8 out of 5 stars,"13,899 global ratings","10.2-inch Retina display,A10 Fusion chip,Touch ID fingerprint sensor,8MP back camera, 1.2MP FaceTime HD front camera,Stereo speakers,802.11ac Wi-Fi,Up to 10 hours of battery life,Lightning connector for charging and accessories,Support for Smart Keyboard and Apple Pencil"
"2021 Apple iPad 9th Gen (10.2 inch, Wi-Fi + Cellular, 64GB) Space Gray (Renewed)",$307.97,4.7 out of 5 stars,935 global ratings,"Gorgeous 10.2-inch Retina display with True Tone - A13 Bionic chip with Neural Engine,8MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,Up to 256GB storage - Fast 802.11ac Wi-Fi - Up to 10 hours of battery life,Touch ID for secure authentication and Apple Pay - Stereo speakers,Lightning connector for charging and more accessories"
"2018 Apple iPad (9.7-inch, Wi-Fi, 32GB) - Gold (Renewed)",$175.00,4.5 out of 5 stars,"1,051 global ratings","This Certified Refurbished product is tested and certified by the manufacturer or by a third-party refurbisher to look and work like new,with limited to no signs of wear.The refurbishing process includes functionality testing,inspection,reconditioning and repackaging.The product ships with all relevant accessories,a minimum 90-day warranty,and may arrive in a generic white or brown box.Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.,Intel Core I7-3520M up to 3.6 GHz, DVD, 8 GB RAM, 240 GB SSD,Windows 10 Professional 64 Bit, Multi-Language Support English/Spanish,Network connector (RJ-45), USB 2.0 (2) - 1 USB/eSATA combo; USB 3.0 (2), Stereo headphone/Microphone combo jack, Memory card reader, 54mm ExpressCard, Docking connector, VGA, HDMI, 1 Full and 2 Half Mini Card Slots"
"Apple iPad Pro (128GB, Wi-Fi, Silver) 12.9in Tablet (Renewed)",$,4.3 out of 5 stars,"1,545 global ratings","8MP iSight Camera + Front-Facing 1.2MP HD Camera,Compatible with Apple Keyboard, and Apple pencil (both not included).,M9 coprocessor, A9X Chip, Faster than a speeding laptop.; The 64-bit A9X chip gives iPad Pro the power to easily take on tasks once reserved for workstations and PCs. With up to 1.8 times the CPU performance of iPad Air 2, the A9X chip delivers incredible responsiveness.,12.9-inch (2732 2048) screen resolution; An epic screen that turns advanced tasks into brilliant, immersive experiences."
"Apple iPad Pro Tablet (128GB, Wi-Fi, 9.7in) Rose (Renewed)",$,4.3 out of 5 stars,679 global ratings,"18 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus + Front-facing 1.2 Megapixel Camera w/ face detection, HDR, FaceTime over Wi-Fi,9.7 inch LED-backlit IPS LCD Multi-Touchscreen Scratch-resistant glass w, oleophobic coating; iOS 9 (upgradable); Internal Memory: 128GB, 2GB RAM"
"Apple iPad 9.7 with WiFi, 128GB- Space Gray (2017 Model) - (Renewed)",$208.99,4.5 out of 5 stars,"2,385 global ratings","Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,9.7-inch Retina display, wide color and true tone,A9 third-generation chip with 64-bit architecture,M9 motion coprocessor. 1.2MP FaceTime HD camera,8MP iSight camera. Touch ID. Apple Pay"
"2021 Apple 12.9-inch iPad Pro (Wi‑Fi, 256GB) - Space Gray (Renewed)",$,4.4 out of 5 stars,784 global ratings,"Apple M1 chip for next-level performance - Go further with all-day battery life,Brilliant 12.9-inch Liquid Retina XDR display with ProMotion, True Tone, and P3 wide color,TrueDepth camera system featuring Ultra Wide front camera with Center Stage,12MP Wide camera, 10MP Ultra Wide camera, and LiDAR Scanner for immersive AR,Stay connected with ultrafast Wi-Fi - Face ID for secure authentication and Apple Pay"
Apple iPad Pro 10.5in -64GB Wifi - 2017 Model - Gray (Renewed),$244.00,4.6 out of 5 stars,"1,242 global ratings","Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,23 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio"
"Apple iPad 9.7 with WiFi, 128GB- Silver (2017 Model) - (Renewed)",$209.00,4.6 out of 5 stars,366 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty."
"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",$,4.5 out of 5 stars,367 global ratings,"Apple iOS; 9.7-Inch Retina Display; 2048x1536 Resolution,A8X Chip with 64-bit Architecture; M8 Motion Coprocessor,Wi-Fi (802.11a, b, g, n, ac): 32 GB Capacity: 2GB RAM,8 MP iSight Camera; FaceTime HD Camera - Up to 10 Hours of Battery Life"
"Apple iPad Air 2 64GB, Wi-Fi and Cellular (Unlocked), 9.7inch Space Gray (Renewed)",$189.00,4.4 out of 5 stars,61 global ratings,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.com,Brand: Apple,Type: Tablet,Model: Apple iPad Air 2"
"Apple iPad Air 2 ( Space Gray , 32GB , WiFi + 4G ) Factory Unlocked (Renewed)",$159.99,4.3 out of 5 stars,149 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,9.7"" IPS LCD Multi-Touch Retina Display,2048 x 1536 Native Resolution,Tri-Core Apple A8X CPU with M8 Chip,0.98 lb and 0.24"" Thick"
"Samsung Galaxy Tab A7 Lite 8.7"" (2021, WiFi + Cellular) 32GB 4G LTE Tablet & Phone (Makes Calls) GSM Unlocked, International Model w/US Charging Cube - SM-T225 (Grey, LTE+WiFi) (Renewed)",$124.99,4.3 out of 5 stars,32 global ratings,"International Model, Does not have US Warranty. This tablet is unlocked to work with most GSM carriers. Will NOT work with CDMA Carriers Such as Verizon, Sprint, Boost."
"Early 2022 Apple iPad Air 5th Gen (10.9 inch, Wi-Fi, 64GB) Space Gray (Renewed)",$499.95,4.5 out of 5 stars,229 global ratings,"Stunning 10.9-Inch Liquid Retina Display with True Tone and P3 Wide Color,Apple M1 Chip with Neural Engine - 802.11AX Wi-Fi 6 - Stereo Landscape Audio,12MP Wide Camera, 12MP Ultra Wide Front Camera - Up to 10 Hours of Battery Life,Touch ID for Secure Authentication - USB-C Connector for Charging and Accessories,Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)"
"Apple iPad Mini 4, 128GB, Gold - WiFi (Renewed)",$228.00,4.4 out of 5 stars,"1,174 global ratings","This Certified Refurbished product is tested and certified to look and work like new, with limited to no wear. The refurbishing process includes functionality testing, inspection, and repackaging. The product is backed by a minimum 90-day warranty, and may arrive in a generic box. The product ships with a charger and cable, but does not include headphone, manual or SIM card. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.,7.9"" Retina Display, 2048 x 1536 Resolution,Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics,8 MP iSight Camera, 1080p HD Video Recording,128GB Capacity, Wi-Fi (802.11a/ b/ g/ n/ ac) + MIMO + Bluetooth 4.2; Up to 10 Hours of Battery Life, 0.65 lbs"
"Apple iPad Mini (6th Generation): with A15 Bionic chip, 8.3-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",,4.8 out of 5 stars,"7,149 global ratings","WHY IPAD MINI — The full iPad experience designed to fit in one hand. With an 8.3-inch Liquid Retina display, powerful A15 Bionic chip, 12MP Ultra Wide front camera with Center Stage, USB-C connectivity, and ultrafast Wi-Fi. Take notes, mark up documents, and edit photos and videos.,IPADOS + APPS — iPadOS makes iPad more productive, intuitive, and versatile. With iPadOS, run multiple apps at once, use Apple Pencil to write in any text field with Scribble, and edit and share photos. iPad mini comes with essential apps like Safari, Messages, and Keynote, with over a million more apps available on the App Store.,FAST WI-FI CONNECTIVITY — Fast Wi-Fi keeps you connected at home, work, school, or wherever you go with your iPad.,PERFORMANCE AND STORAGE — The A15 Bionic chip delivers powerful performance and blazing-fast graphics. And with all-day battery life, iPad mini is always ready for any task or project. Choose from 64GB or 256GB storage options depending on the room you need for apps, music, movies, and more.,APPLE PENCIL AND SMART FOLIO — With Apple Pencil (2nd generation), iPad mini transforms into the world’s best note‑taking device. To protect your iPad mini and easily prop it up, you can use the slim Smart Folio covers, available in five colors.,8.3-INCH LIQUID RETINA DISPLAY — The gorgeous Liquid Retina display features advanced technologies like True Tone, P3 wide color, and ultralow reflectivity, which make everything look stunning.,UNLOCK AND PAY WITH TOUCH ID — Touch ID is built into the top button, so you can use your fingerprint to unlock your iPad, sign in to apps, and make payments securely with Apple Pay.,ADVANCED CAMERAS — iPad mini features a 12MP Ultra Wide front camera that supports Center Stage for videoconferencing and selfies. The 12MP Wide back camera with True Tone flash is perfect for capturing photos and 4K videos.,LEGAL DISCLAIMERS — This is a summary of the main product features."
"2018 Apple iPad (9.7-inch, Wi-Fi, 128GB) - Silver (Renewed)",$219.00,4.5 out of 5 stars,636 global ratings,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.9,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"2019 Apple iPad 7th Gen (10.2 inch, Wi-Fi + Cellular, 128GB) Gold (Renewed)",$279.00,4.0 out of 5 stars,60 global ratings,"10. 2-inch Retina display.,A10 Fusion chip.,Touch ID fingerprint sensor,,8MP back camera, 1. 2MP FaceTime HD front camera.,Stereo speakers.,802. 11ac Wi-Fi and Gigabit-class LTE cellular data.,Up to 10 hours of battery life.,Lightning connector for charging and accessories.,Support for Smart Keyboard and Apple Pencil."
"Apple iPad Pro 10.5in (2017) 64GB, Wi-Fi - Silver (Renewed)",$,4.4 out of 5 stars,248 global ratings,"Apple iOS 11 Operating System; A10X Fusion Chip with 64-bit architecture Embedded M10 Coprocessor,10.5-inch (diagonal) LED-backlit Multi-Touch Retina Display (2224 x 1668 resolution at 264 ppi),12 Megapixel iSight Camera with Quad-LED True Tone Flash and Panorama (up to 63MP),Wi-Fi and Bluetooth 4.2 Technology, FaceTime HD Camera, and Four-Speaker Audio"
10.9-inch iPad Air Wi-Fi 64GB - Purple with AppleCare+ (2 Years),$578.99,4.9 out of 5 stars,119 global ratings,"10.9-inch Liquid Retina display with True Tone, P3 wide color, and an antireflective coating,Apple M1 chip with Neural Engine,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds up to two incidents of accidental damage protection every 12 months, each subject to a service fee of $49 for your iPad and $29 for Apple Pencil or Apple- branded iPad keyboard, plus applicable tax"
"Samsung Tab A7 Lite 8.7"" Gray 32GB (SM-T220NZAAXAR) (Renewed)",$97.99,4.3 out of 5 stars,269 global ratings,"8.7"", 800 x 1340, 5:3 ratio, WXGA+, TFT, Android 11, One UI 3.1, Face Recognition, 5100mAh Battery,32GB ROM, 3GB RAM, Mediatek MT8768T Helio P22T (12 nm), Octa-core, PowerVR GE8320,Rear Camera: 8MP, Front Camera: 2MP, 5,100mAh, Bluetooth v5.0, Wi-Fi: 802.11 a/b/g/n/ac 2.4G + 5GHz,No SIM Card Slot / Network - Wi-Fi Only.,US Model w/ Warranty."
"Apple iPad with WiFi, 128GB, Gold (2018 Model) (Renewed)",$232.00,4.5 out of 5 stars,"1,060 global ratings","9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.8,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
okaysea Tablet 10.1 Inch Quad-Core 32GB Android 10 IPS HD Display 6000mAh Tablets,$,4.1 out of 5 stars,"1,913 global ratings","✅[High-performance Tablet PC] Android 10.0 Tablet, rid of unexpected ads and have Full access to Google Play; 2GB RAM and Quad-Core Processor speed up multitasking.,✅[Free From Memory Anxiety] Okaysea Tablet loaded with 2GB RAM & 32GB ROM exanadable storage (up to 128GB).,✅[Long Battery Life] 10-Inch Tablet With a 6000mAh Ultra-large battery, allows to enjoy up to 8 hours It is a really good companion for your leisure and entertainment.,✅[10 INCHES IPS Display] Android Tablets Use a 1280*800 HD IPS display can present clearer picture effects and richer colors. With dual camera, 128GB expandable, WiFi support.,✅[After-sales service] Offer a 1-year return and exchange service. comes with a USB Type-C cable, A Charging brick. To ensure the quality of our service, please contact us if you have any questions about this tablet."
"Apple iPad Air 2 ( Space Gray , 32GB , WiFi + 4G ) Factory Unlocked (Renewed)",$159.99,4.3 out of 5 stars,149 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,9.7"" IPS LCD Multi-Touch Retina Display,2048 x 1536 Native Resolution,Tri-Core Apple A8X CPU with M8 Chip,0.98 lb and 0.24"" Thick"
"2021 Apple iPad Mini 6 (8.3 inch, Wi-Fi, 64GB) Space Gray (Renewed)",$419.00,4.5 out of 5 stars,529 global ratings,"Gorgeous 8.3-inch Liquid Retina display with True Tone - A15 Bionic chip with Neural Engine,12MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,Stay connected with ultrafast Wi-Fi 6 - Up to 256GB storage - Comes in 4 colors,Up to 10 hours of battery life - Touch ID for secure authentication and Apple Pay,USB-C connector for charging and accessories - Supports Apple Pencil (2nd generation)"
"Apple 2020 iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)",$,4.9 out of 5 stars,"63,972 global ratings","Gorgeous 10.2-inch Retina display,A12 Bionic chip with Neural Engine,Support for Apple Pencil (1st generation) and Smart Keyboard,8MP back camera, 1.2MP FaceTime HD front camera,Stereo speakers,802.11ac Wi-Fi and Gigabit-class LTE cellular data,Up to 10 hours of battery life,Lightning connector for charging and accessories,Touch ID for secure authentication and Apple Pay,iPadOS 14 brings new capabilities designed specifically for iPad"
"Apple iPad 9.7' with WiFi, 32GB, Space Gray - MP2F2LL/A (Renewed)",$154.00,4.4 out of 5 stars,437 global ratings,
"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray with AppleCare+ (Renews Monthly Until Cancelled)",$273.48,5.0 out of 5 stars,1 global rating,"Gorgeous 10.2-inch Retina display with True Tone,A13 Bionic chip with Neural Engine,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage from handling, each subject to a service fee of $49 for iPad and $29 for Apple Pencil, plus applicable tax"
"Apple iPad Pro 2nd 12.9in with Wi-Fi 2017 Model, 256GB, Grey (Renewed)",$597.99,4.4 out of 5 stars,"1,781 global ratings","12.9-Inch Retina Display, 2732 x 2048 Resolution (264 ppi), 120Hz Refresh Rate, True Tone Display,256GB Flash Storage, 4GB RAM, 2.39GHz A10X Processor + M10 Coprocessor,802.11ac Wi-Fi, Rear 12MP iSight Camera; Front 7MP FaceTime HD Camera,Up to 10 Hours of Battery Life (9 Hours with Cellular), Apple iOS 10, USB-C fast-charge Support (optional; not included in box)"
"Apple iPad Air (10.5-Inch, Wi-Fi + Cellular, 64GB) - Space Gray (3rd Generation) (2019) (Renewed)",$249.77,4.0 out of 5 stars,106 global ratings,"10.5-inch Retina Display with True Tone and wide Color,A12 Bionic chip,Touch ID Fingerprint Sensor and Apple Pay,8MP back camera, 7MP FaceTime HD Front camera,Stereo speakers,802.11ac Wi-Fi and Gigabit-class LTE cellular data,Up to 10 hours of battery life,Lightning Connector for charging and accessories,iOS 12 with group FaceTime  shared augmented reality experiences, screen time, and more"
"2019 Apple iPad 7th Gen (10.2 inch, Wi-Fi + Cellular, 128GB) Gold (Renewed)",$279.00,4.0 out of 5 stars,60 global ratings,"10. 2-inch Retina display.,A10 Fusion chip.,Touch ID fingerprint sensor,,8MP back camera, 1. 2MP FaceTime HD front camera.,Stereo speakers.,802. 11ac Wi-Fi and Gigabit-class LTE cellular data.,Up to 10 hours of battery life.,Lightning connector for charging and accessories.,Support for Smart Keyboard and Apple Pencil."
"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray with AppleCare+ (2 Years)",$338.99,4.9 out of 5 stars,529 global ratings,"Gorgeous 10.2-inch Retina display with True Tone,A13 Bionic chip with Neural Engine,8MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage from handling, each subject to a service fee of $49 for iPad and $29 for Apple Pencil, plus applicable tax,Get 24/7 priority access to Apple experts by chat or phone"
